predicted_probs,target
0.22283924,0
0.23833531,0
0.58834404,0
0.41155753,0
0.49250337,0
0.28657848,0
0.42975205,0
0.29767975,0
0.4520489,0
0.46120554,0
0.17265184,0
0.36686593,0
0.3492856,0
0.67442155,0
0.4268218,0
0.17204775,0
0.26637042,0
0.42582998,0
0.47441843,0
0.36797026,0
0.46584213,0
0.28778574,0
0.23470974,0
0.52821773,0
0.58066267,0
0.5864357,0
0.39326176,0
0.29206294,0
0.19387466,0
0.78981614,1
0.6156855,1
0.8227434,1
0.44985172,1
0.5942305,1
0.72379506,1
0.63408285,1
0.69623226,1
0.77772635,1
0.6036341,1
0.73791254,1
0.78039616,1
0.60996336,1
0.55232596,1
0.50130594,1
0.56152964,1
0.545997,1
0.7108839,1
0.7073365,1
0.4208193,1
0.46053228,1
0.55801,1
0.51756895,1
0.5126316,1
0.4706445,1
0.59758955,1
0.55944777,1
0.48210052,1
0.4741575,1
